what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1261867220320
java.specification.version,sysinfo,,,"1.6",1261867220320
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1261867220320
java.version,sysinfo,,,"1.6.0_14",1261867220320
java.vm.info,sysinfo,,,"mixed mode",1261867220320
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1261867220320
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1261867220320
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1261867220320
java.vm.specification.version,sysinfo,,,"1.0",1261867220320
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1261867220320
java.vm.version,sysinfo,,,"14.0-b16",1261867220320
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1261867220730
started,bundle,org.eclipse.mylyn.context.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.core",1261867220788
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1261867220805
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1261867221075
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1261867221082
started,bundle,org.eclipse.team.svn.ui,0.7.8.I20091023-1300,"org.eclipse.team.svn.ui",1261867223251
started,bundle,org.eclipse.team.svn.mylyn,0.7.8.I20091023-1300,"org.eclipse.team.svn.mylyn",1261867223365
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1261867224454
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1261867224456
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1261867224864
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1261867224872
started,bundle,org.eclipse.equinox.p2.ui,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.ui",1261867249382
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1261867249514
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261867250638
